dialogue,label
"Oh really. Ten thousand subscribers and counting, brah!",2
"What is happening to our living rooms? There is a crisis in America, and-",1
"Looks like we're in the school now. Check out Wendy, she's flat as a pancake.",2
It's Cartman's stupid online persona!,1
Oh my dick's gettin hard again! It's protrudin' out my paaaaants!,2
"This is the way of the future, Mr. Garrison.",2
"Heh that's right, Butters will back me up on anything. He's such a bitch.",2
There is a crisis in America! As families grow further and further apart-,1
There is a crisis in America. and we have to save our living rooms. Our living rooms are dying.,2
"Mr. Garrison, will you make him stop!",1
THIS is the reason why our living rooms are dying!,1
"This is the reason why our living rooms are dying, so we've got to do something.",2
What the hell did I do?,2
Well this sucks. Looks like I'm in the principal's office for just commenting on things.,2
Adults so don't get what's cool anymore.,2
"Ohohoh, totally, brah! So sweet. Being in charge of stuff rules! CartmaaanBrah!",2
"Ooohh, I love whole new levels! This is gonna be so totally awesome! CartmaaanBrah!",2
Boner balls. Boner balls-boner... Boner forest. Dense... boner forest.,2
Pungent crotch sweat. Pungent milk- milky crotch spooge.,0
Barking vaginal belch.,1
Protruding vaginal boner.,2
"Oh, I like that.",2
Nah.,0
Bloody butt cough.,1
Uh huh.,0
Angry Clit Spasm,0
Whooping Fart Balls.,0
Lubricated Titty Burgers.,0
Indifferent Rectal Semen Splooge!,0
Indifferent Rectal Semen Splooge is taken too?! Come! On!,2
How are we supposed to name our startup company if every name is already taken?!,1
"Furry Balls Plopped Menacingly On The Table, Incorporated!",2
It... doesn't... quite roll off the tongue.,1
"Dude, we're not gonna get any attention with that name.",0
"No. Dad, we don't need school anymore. We're forming a startup company.",0
"No, we don't wanna do anything.",0
"Yeah, that's why we wanna have a startup company.",1
"...Nnnno, there isn't.",0
"You guys! You guys, it's awesome! Holy shit you guys!  You guys, I've got it!",2
It's the greatest startup company name EVER!,2
What?! Tell us!,1
Washington. Redskins.,2
Washington Redskins?,1
It's sooo sweet!,2
"I'm pretty sure that's taken, Cartman.",0
"It's not, dude! Some dumb court-thingy, and the trademark got pulled! You can use it! Aaand the logo!",2
Washington Redskins.  I like it!,0
Dude! There's already brand name awareness and it's instantly recognizable!,2
"Wait. Guys, this, this doesn't seem legal.",1
"Kyle, you're not hearing me! The trademark has been pulled! We can do whatever we want!",2
You alright dude?,0
"Yeah, I just... well I just thought our company name would be more like uh... or-original",1
"It's a strong name, dude. It's like agressive and masculine like Boner Forest, but Boner Forest was taken.",2
"Yeah, but maybe we need a name that's more affirming, like, shows what we stand for.",1
"We don't stand for anything. Remember our company plan, guys!  Start up, cash in, sell out, bro down.",2
I'm just not sure this is the name people are gonna give money to.,1
What?!,0
"I told you guys! ""Washington Redskins"" totally gets people's attention!",2
"Sittin' on our asses, here we come!",2
"By pledging just one or two dollars, you are helping us in our fervent quest to not have to do stuff. If you pledge $10 or more, you will receive this luxurious company micro badge.",2
"Washington Redskins. Go fuck yourself.  Sure, we'd be happy to take your money. Yup. Go to our kickstarter page. Okay, nice, idiot. Uh huh, fuck you, bye bye.",2
"Yes, I know.",2
"Oh, cool. Please take a seat.",2
"Nice, I like that.",2
Stop? But why?,2
"Uhhh, the trademark got pulled so I'm totaly free to use the name, actually.  Um, Butters, could you get that?",2
How is it offensive?,2
"Guys, guys! We have total respect for you! When we name our company ""Washington Redskins,"" it was out of deep appreciation for your team and your people.",2
"Mmmm, noooo, Because I don't want to. Aaaand we can't just change the name of our company 'cause it's like super hard. But hey, from one Redskin to another, go fuck yourself.",2
"Dude, this is sooo cool! We only have six days to go before all the money pledged to our company becomes liquid!",2
"Guys, we need to talk to you. I really don't think we wanna be a company that ISIS looks up to. We should maybe issue a statement saying that we don't sanction them.",1
"Oh no. No, you guys. We started this company to do nothing. If we start doing stuff now, it'll put it all at risk!",2
People aren't gonna support our company if we dig in our heels and say we don't care about anything!,1
"Digging in our heels and pissing on public opinion us what the Washington Redskins are all about!  Now come on, guys! If you wanna be a successful business, then you have to be honest about what you are!  Once you take a stand on something, you're pretending like your company is about more than money. Then all of a sudden you're the NFL and and your players get caught molesting little boys!",2
That's the Catholic Church!,1
"NFL, Catholic Church, same thing! Okay, let's use the Catholic Church! You take a moral stand on issues, you say you're about honor and integrity, and the next thing you know, your clergymen are getting caught beating up their wives in an elevator!",2
That's the NFL!,1
"It's the same thing, Kyle! The point is, if we as an organization claim to be about high morality, somebody is eventually going to get raped or beaten in an elevator and it's most likely going to be Butters.",2
"All right, I really don't want to have to do this, but... I'm not happy with the direction this company is taking.",1
"Well, what are you gonna do? Go back to school? I'm not going back there, man!",2
Maybe I'll start my own company.,1
"Well that's fine! You can't call yourself ""Washington Redskins!""",2
I don't want to! It's a stupid name!,1
"Well, I guess everything's out on the table now, huh Kyle?",2
Yeah. I guess... I guess everything is.,1
Stan? Do you think our name is stupid too?,2
"I don't know, I... But I don't know if my future is with this company either.",0
"Well then, I wish you both well in your new venture. Good-bye.",2
"Fuck youuuu, fuck youuuu. Fuck you up there! Fuck you! ""Fuck you."" Those words mean a great deal to us. They help us express just how we as a company... see things differently. There are a lot of startup companies on Kickstarter, but after today I think you'll agree that Washington Redskins is the most exciting. As you know, the Redskins have been on the forefront of Kickstarter as a company that is always finding new and exciting ways to tell people to go fuck themselves. And now, our company is thrilled to show you all the latest innovations we've come up with.  To begin with, we have moved the couch from the left side of the office to the right side. But we didn't stop there. We also added a new rug that goes better with our office drapes. And probably most exciting of all, we have actually updated the company from the inside out. We received a lot of pressure from certain communities to change our Redskins logo. As a company we want to be firm, but we also want to be flexible. And so we thought, if we have to change our logo, it should be more in step with today's times, but still define us as the leading Kickstarter company. What we came up with is the new company logo that I think you'll all agree is very exciting.  Now when people hear the name ""Redskins"", they will immediately think ""titties"" and ""balls"". It's just a bold new way that we can say ""We don't fucking care."" Go Redskins!",2
"It's so awesome, dude. Our company already has a hundred backers. And we still have 14 days to go!",1
Yeah...,0
"You okay, bro?",1
"I just... never saw myself owning a company called ""Furry Balls Plopped Menacingly on the Table, INC.""",0
"Give it time, it'll grow on you.",1
"Why don't we just call it ""Untitled Startup Company""?",0
"Because that sounds like we don't have anything, We've been through this already, Stan!",1
"Yeah, I know that. But a good company should never have seven words in its title.",0
Well whattaya mean?,1
"I just feel that somewhere out there, there's a perfect startup company name. And I need to be free to go find it.",0
"Oh. Well, I certainly don't want you to feel that ""Furry Balls Plopped Menacingly on the Table"" is holding you back.",1
"Good luck with your company, dude.",0
Yeah. Good luck with yours.,1
"Goooood morning, guys!",2
"We made it, guys. We cab finally stop doing stuff and see just how much our company made in 4, 3, 2, 1 that's the deadline!",2
"What the hell? Can't find the server?  Kickstarter.com!  Kickstarter. Where is Kickstarter?! Get it up on the phone, Butters. Come on, I wanna know how much our company is worth!",2
Who the hell would burn Kickstarter to the ground?!  Oh my God! That weird little Jewy guy! Kyle!,2
"What the hell is wrong? ""Can't find the server"" Kickstarter.",1
You song of a bitch!,2
You broke Kickstarter!,2
"No, I just can't get it to load.",1
Nobody can! It's gone! You just couldn't take it that our company was more successful than yours would ever be!,2
My company was on Kickstarter too! Why would I get rid of it?!,1
"Well, somebody did!",2
"It doesn't matter, you guys. There's something a lot more important here.  Do you guys remember when we first decided to start a company together? We all had a common goal. And we weren't gonna let anything stop us from getting to the bro down. But somewhere between starting up and selling out we... we lost our way. We can't do this on our own. We need each other.",0
He's right. We should do a merger.,1
"A merger?! It's too late for that, you guys! Kickstarter is gone! We don't have a company! We don't have anything!",2
"Yes we do! We have a sweet name.  I was wrong, Cartman. ""Washington Redskins"" is the perfect name. I think maybe I was jealous that I didn't come up with it.",1
It is really sweet.,2
"And we always said that all we needed was a sweet name and the rest would figure itself out,",0
"Whattaya say, Cartman?",1
"Fuck you! Fuck you, everyone. Yes, fuck you all, thanks!  How do you stay relevant in a volatile marketplace? As you know, our goal at Washington Redskins is to not do anything, and make money not doing it.",2
"When Kickstarter went down, many saw their startup projects die, but here at Washington Redskins, we saw opportunity. People still need a way to raise money for their stupid startup projects, and with the Redskins you can now go fund yourself.  And the idea is simple. You, the people, go out and raise all your own money, and give the Washington Redskins 5%.",1
"You will literally be giving us money for doing absolutely nothing. It is the biggest ""fuck you"" we have ever come up with. But we didn't stop there, because a new company direction also means, of course, a new and improved logo.",2
"Boy, this is the life, huh guys?",0
I just might sit here until my ass fuses into the couch.,2
What the heck is that?,1
"Whoa, whoa! What?",2
Change our name?,1
But you all thought our name was sweet.,0
When was that?,1
Well what the hell do we do?,1
I guess we gotta go back to school.,2
Hey guys!,1
Morning!,0
"How's it going, everybody?",2
"Sup, Jason?",1
Hey dude. Sup?,2
What do you mean? We're just... going to school.,2
"Oh! Tha-oh, yeah, the the startup company thing didn't really work out.",1
"Ogh! Noo, noo, you guys, guys, what what we said was-",2
We were- trying to be funny.,1
Hey Wendy.,0
"Yeah, the startup company thing didn't work out.",0
"So hey, I was gonna see if you still wanted to see that stupid Maze Runner movie.",0
"Wendy, I thought my life was going in a different direction and I just felt that I, I really had to give it everything I had, you know. I had I had to focus on one thing.",0
Huh? Why does everyone suddenly remember everything everybody says?,0
"Dude, people are pissed off at us.",2
"Doesn't anyone understand the significance of ""I'm sorry"" anymore?",1
"Yeah! Well said, Kyle! Good point! What, what happened to the significance?",2
"Well, I guess let's just be thankful we're not Butters. They won't even let him come back to school.",1
I don't know what we're going to do? It's been like four hours and people still won't talk to us.,1
"You know what we gotta do, guys?  We've gotta throw a big fuckin' party",2
Yeah! How do you make everyone like you? You have a big party and invite everyone and then everyone thinks you're cool!,2
"Dude, that would have to be like, the best party ever.",1
"Well I'm down. Between the four of us we can throw the sweetest party ever, and these assholes won't even remember us being dicks to them.",2
"Hey, that might work. But it can't be a party for us.",1
"Right, it's gotta be an awesome party for...",2
For someone that we love who needs us and that we refuse to bail on!,0
"No no, he's right! We've gotta make it for someone in need so that people have to go.",1
We lure people in with a cause and then hit 'em over the head with the best party ever. We're gonna have pizza and cake and a sweet band!,2
"A band! Holy shit, Stan! Didn't you say your dad knows somebody who knows Lorde?",1
"Yeah, he said some guy at work is Lorde's uncle or something.",0
"Oh my God, we've got Lorde to play live.",2
So who do we throw the party for?,2
"What do you mean? We have a friend who needs us right now, and we can't let him down.",0
"Yeah, it's going to be this weekend.",1
"You know, we just wanted to give back to the community and show everyone a good time.",2
"You, you know diabetes affects us all, but it mostly affects Scott Malkinson.",2
"Yeah, and we just- you know, we, we just can't turn our back on him.",0
"""I actually have plans this weekend. I'm Scott Malkinson. I've got diabetes.""",2
"Nope! We're gonna have all the pizza you can eat, twenty different cakes, and Lorde is going to play live!",1
"Believe it, dude.",2
Sweet!,0
Excuse me?,0
What the hell is gluten?,2
"Wait, wait, ah I might need those.",0
Hey Cartman.,1
KYLE! IT'S ALL GONE! THEY'VE TAKEN IT ALL! WHY ARE THEY DOING THIS?! KYLE! KYLE!,2
"Dude, calm down.",1
"THERE'S NO SNACKS LEFT, KYLE! THEY TOOK ALL THE SNACKS AND THE PIZZA AND THE CAKE AND WE'RE NOT GONNA HAVE A PARTY!",2
Who took all the pizza and the cake?  What the hell?,1
KYYYLE!,2
"Cartman? Come on, dude. You have to get up.",1
What's the point? Everyone hates us at school and our party's gonna suck.,2
We can't let our party suck.,0
What kind of epic party can you have without pizza and cake? Now all we've got is Lorde.,2
"That's right, we've still got Lorde. You talked to your dad, right Stan?",1
I'll be back.,0
You know what I'mm gonna miss most? Pancakes. I keep having dreams of Aunt Jemima. She's trying to tell me something. But then she just fades away.,2
"Cartman, we can't do this alone. You have to get up.",1
"There's nothing left, you guys! The world is upside down. Things aren't gonna get better, they're gonna get worse.",2
Dad? Dad!,0
"Yeah. Dad, you know that guy at work you said is Lorde's uncle or something?",0
"Yeah. You remember you said that Lorde, the singer, her uncle worked with you?",0
"Nonono, not yet. DAD!",0
"Dad, who's the guy at work that knows Lorde? Let me go! DAD!",0
Let me talk to my dad!,0
Aunt Jemima.,2
"I don't know the way, Aunt Jemima.",2
I don't even know what that means.,2
Are you going to eat those pancakes?,2
"Oooo, trippy...",2
They've got what backward?,2
"Noooo...  Oh Ohhh, oh. Hoooh. Fuck I want pancakes.",2
"There's a health crisis going on, and it's spreading faster than anyone realizes. For a long time we ignored it. Thought it would only affect the poor. People who ate Eggo waffles and Pizza Pockets. But gluten can attack anyone. This is not a time to party. This is a time to get serious. We're calling on everyone to spend this weekend learning about gluten and how to protect yourself and your family. Because we don't know how much time we have.",0
"We're not bailing on the party, we're just think there's... more important things right now!",1
"I... we... we wanted to bring people together and help Scott Malkinson, but-",0
"Jesus Christ, dude.",1
"Wendy, there IS a health crisis right now...",0
"We had no idea what to serve people to eat, okay?! We're gonna look stupid!",0
"KYYYLE, WHAT DOES USDA STAND FOR?! AUNT JEMINA SAID USDA HAS TO LOOK AT THE PYRAMIDS!",2
My name isn't important. What matters is that... the answer is in the pyramid.,2
"What, what is it? What is it for?",2
It's upside down.,2
"Sir, the pyramid is upside down.",2
"Hey, we'd do anything for our bros, man.",1
"We're good, Scott. Stop bugging us.",1
"Yeah well, I'm glad people aren't mad at you anymore. I know what that feels like.",2
"Yeah yeah, enjoy the party.",2
"Hey Wendy, you havin' fun?",0
"Yeah, well, I just couldn't sit around while my dad was locked away. I love him and he needed me.",0
What does that mean?,0
"Another morning. Waiting for the run-down school bus to take me to the run-down school. But today is the day I finally have the guts to do what I should've done a long time ago.  Nobody notices what I have in my front pocket. A little surprise for them all.  I'm prepared for this, but still I wonder.. Will I have the guts to go through with it? Damn right I will!",2
"Are you okay, Cartman?",1
"Yeah I'm good. How are you, Kyle?  They're all gonna pay! Every day they pushed me and pushed, and if it happens again today, it's going to be the last time.  We'll find out today at recess, won't we? Oh yes, we'll find out today at recess.",2
Good for you.,2
No! God damn it no!  Who's takin' a shit?!,2
"I called dibs on Stall 1 for all recess, Craig!",2
Son of a bitch!  Oh no! NO NO NO! I cannot go another lunch break without my toilet time!,2
"Then don't eat 14 Egg waffles for lunch, fatass!",1
"Alright, that does it!  I'm sick of this shit and I'm not gonna be  taking it any longer!  You all pushed me to this!",2
I'm going to the potty.,2
"Alright, I need to tell you something, Wendy. I'm transginger.",2
"Did you notice the bow?  I'm not comfortable with the sex I was assigned at birth, so I'm exercising my right to identify with the gender of my choice. Now get out of my way. I have to take a shit.  Aaahhh!",2
"Don't give me any more issues than I already have, Wendy!  Oh wow, this is nice in here. The girls bathroom is a lot cleaner than the boys.",2
"Dude, this is awesome. I should've used the girls bathroom a long time ago.",2
"It's okay, Red. I can take a shit here. I'm a dumb chick too.",2
Because I'm transginger. I looked it up: that means I can use the girls shitter.,2
"Yeah uh huh, it means I live a life of torture and confusion because society sees me as a boy but I'm really a girl.",2
That's actually not true. I can be transginger without it having anything to do with the ginger I'm attracted to. Check the state bylaws.,2
Erica.,2
"All I know is I'm transginger, and you can't make me go to the bathroom with the cisgingers.",2
"There's two more stall in here, gals. Go ahead.",2
"Oh my God, you guys are so cisginger. Sorry I'm different, but you can just suck my clit AND my balls.",2
"Okay, okay, okay you guys! You know what? You know what?  That's what.  Suck my clit and balls.",2
"I don't have a problem, Principal Victoria, the cisgenders have the problem.",2
"Excuse me, are you talking about... my own special executive bathroom?",2
OH MY GOD!,2
"Yeah, just go with it, Wendy, cisginger bitch! Of course, being forced into my own isolated will probably be somewhat traumatic for me. I might have to approve certain aspects of this... solitary location.",2
"Yeah sooo I'm thinking of water feature here, you know. get the sound of running water, yeah kind of Zen it out.",2
Oh on that side?,2
"Oh I like that. That's gonna look nice, yeah.",2
Cartman's a girl now?,0
"It it done?! It is all ready?! Alright alright, move aside everybody, move aside please. I gotta go.  Oh! Ahm. This is gonna be so awesome.  Aha! Lock! Privacy. Oh, this is gonna feel so good!  Perfect.  Yeah, you're gonna take it. You're all alone now, toilet. Nobody can hear you scream. Yeah, you're gonna open wide.  You're gonna TAKE your punishment! That's right! Get ready!  Oh my God, this is so awesome you guys! It's just like at home!",2
"Yup! You know what Hillary says: ""You can suck my clit and balls.""",2
"Hey, what the fuck, dude?! Do you mind? This is occupied!",2
"Dude, this is my fuckin' bathroom!",2
"I want her suspended, and I want charges brought up for sexual harassment!",2
"Wendyl?! Fucking Wendyl?! Grow up, Wendy!",2
Because I don't want a chick watching me go poo!,2
"No! I identify as a chick, but I'm still a boy. You can't make me share a bathroom with a girl that identifies herself as a fucking dude!  That is MY waterfall, and those are MY Christmas lights!",2
Dude! You need to put a tighter leash on your dog!,2
"Do you know your girlfriend's going around tellin' everyone that you're gay?!  Oh yeah! She's got the whole school believin' that she's attracted to girls, but she's dating you! So what does that make you, Stan?! A girl! Stan-an's a gir-rl! You'd better curb your dog, Stan! You'd better curb your dog before people start ripping on you!",2
Uh hey Dad. I need to talk to you.,0
"Dad, is it possible for someone to be one way on the outside but totally different on the inside?  I mean, can someone identify as one sex but be something else but still have it be nothing about sex?",0
Well you said you knew a guy at work who was Lorde's uncle.,0
"The chick that wrote the theme song to the new Hunger Games, is you?",0
"Wha-wait, Lorde sounds like a girl.",0
"Dad, Lorde's music is actually really good.",0
...I don't know where I belong...,0
"Hey, what the fuck dude?! God fucking damn it!",2
Why don't we just have everyone use the transgender bathroom?!,2
"I, I just... Two people close to me are having gender identity issues and I'm, I'm confused.",0
He's cisginger! He's so cis he wears a jockstrap to bed at night!,2
"Oh, here he comes, everyone! It's the cisginger! Think you can harass transgingers and use their bathroom?!",2
"At this school, it doesn't matter if you're trans or you're cis, right guys?!  What we have a problem with are cisgingers who are intolerant! You know what we call those? Cissies!",2
"Oh, what are you?! A cissy too, Clyde?!",2
I don't wanna use the girls bathroom if anyone can use it! It's gonna be all crowded.,2
To the bathroom?,0
"Wow, this is is pretty nice. 
Feelin' good on a Monday.
Got my space, all the freedom I need.
Yah yah yah
By myself, yah yah yah",0
"Hey douchebag, are you doing anything kewl?",2
"Oh goddamnit, nobody's doing anything kewl!  I'm so bored! Everything is so stupid!",2
No it isn't.,2
That's stupid.,2
I'm dying of boredom.,2
What did you say?,2
Your dad has a fucking drone?,2
Whooaa!,2
You wanna take it out for a spin?,2
Do you have any idea how much fun we can have with this thing? We can spy on everyone!,2
"Butters, that's all drones are for. If we use it for a couple of minutes tonight, your dad will never know.",2
"Okay, good idea.  We'll take it over to my house. Come over after dark. And don't tell anyone!",2
"Oh shit, it's your dad! Go go go!  I'll see you later at my house.",2
"Butters, is that you?",2
"Nobody followed you, right? You didn't tell anybody?!",2
"Alright, come in.  Kenny's here; I told him all about it.",2
"It's just Kenny. Like we're not gonna tell Kenny we have a fucking drone! Come on, Butters! Alright, come on, guys. I think I have this thing figured out.  Dude, no way! This thing is so epic!",2
"Dude, look! There's everyone's backyards!  Dude there's Craig's house! That's Craig's house!",2
"Aw dude, look, there's Craig! Heheh.  Craig's mom is taking off her clothes.",2
"Check it out guys, she's taking o- Oh my God, we've got full bush!",2
"This thing is recording, right?",2
"Dude! That is Craig's mom's bush right there! Wait, wait what's that?  Oh shit, dude! Bail! Bail!",2
His dad sees you!,2
"Fly back to the house, stupid!",2
"Alright, alright, shh Kenny, here come Stan and Kyle. Remember, not a word about this to anyone!",2
"Not a word, Kenny!",2
"Yeah, but seriously, it's like there's no real thing to hang on to, you know?",0
"Yeah, I don't even know if I'm gonna watch it anymore.",1
I know.,0
Hey you guys.,2
Sup?,0
You guys wanna see Craig's mom's bush?,2
"Somebody, I guess, was spying on Craig's mom and they got pictures of her bush, and it's like, it's like a yeti. You guys wanna check it out?",2
"That's horrible. If that's true, I don't wanna see it.",1
You don't wanna see Craig's mom's bush.,2
Not if somebody took pictures without her knowing.,1
Let me see.,0
"Locked and loaded. Full metal bush, bro.",2
How'd you get that on your phone?,0
"Oh. Um, uh... Kenny?  Oh, it was on the Internet. Yeah, I just downloaded it off the Internet and nobody knows who took it. Huh, Kenny?",2
That's terrible!,1
"I know, right? Now everyone's gonna see it.",2
"Whoa, Butters, chillax bro.",2
Butters-,2
Butters. Butters.,2
"Butters, I had to!  Okay, I had to put it on the Internet!",2
"Because Stan saw the video on my phone, alright? If the video is only on my phone, then clearly we did it! If we downloaded it off the Internet, then anyone could have done it!",2
"Butters, don't start playing the blame game here, okay?! You and Kenny are just as responsible! And the next time you wanna shove me, just remember, I'm covering your ass!",2
Are you happy now?!,1
What?,2
"Is, is this? Do you think this is cool?",1
What does that have to do with me?,2
"See, when you start invading people's privacy, eh thinking it's harmless to put up pictures of them they didn't want up - Kenny! - you start a domino effect that eventually screws everything up for everybody!",1
"Kenny has no idea what you're talking about, dude.",2
"I was in the bathroom when you were talking to Butters, Cartman!  I know what-",1
You were what?!,2
I was in the bathroom-,1
You were spying on me?!,2
"No, I was taking a crap, and I heard you guys talking!",1
"But you didn't say anything?! That's fucking spying, Kyle!",2
How is that spying?!,1
"You were listening, but we didn't know you were there?! How is that not spying?! You'r a dick! You're a spying dick! And now you wanna lecture Kenny about spying?! Fuck you, hypocrite dick spy!",2
"Because, Butters-",2
"Because, Butters, Kyle was spying on us, okay-  Kyle was spying on us, and he knows that we put the video of Craig's mom on the Internet. He found out everything. That's why I had to make another video.",2
"Because when Kyle said he heard us say we made the video, we can say we were talking about THIS video. ""Ohh, thank you Eric, that's pretty smart. I really owe you one.""",2
"Butters, we live in a world where privacy is gone. Okay? It's... It' just gone, bud. Your wiener, my balls, they're public domain. You can get on the Internet right now and look at that chick from Hunger Games' butthole. We can either all freak out about it, or we can just calm down because honestly, I'm getting a little sick of covering your ass!",2
Oh hey Butters. Sup?,2
"Dude, what's the matter?",2
"Okay okay okay. Come inside, there's drones out here.",2
"Okay. Okay. Butters, Butters.",2
"Butters. BUTTERS. All right, all right Butters, fine! I have a way that we can get rid of all the drones.",2
"Yes. Everyone is sick of it, it's just that everyone is waiting for everyone else to stop. We can put an end to it all tonight. We're just gonna need one thing.",2
Your dad's drone.,2
"Butters. Butters Butters! Jennifer Lawrence's butthole didn't take picture of itself! It started with her! Right? Just like this started with you spying on birds! Now I'm willing to bail you out of all this, but I swear it's the last time! Okay?!",2
"Alright, we've got power. Prepare for takeoff.",2
"It'll work, Butters. If there's one thing we've learned, it's that drones can't resist Craig's mom.",2
"Well, you see Butters, everything worked out.  ""Oh, thank you Eric. I screwed up everything but now everyone's happy. Thanks for covering my ass.""",2
"Alright, I have a way that we can make Craig's mom happy.",2
You're welcome.,2
Hey Jimmy. What's up?,1
Oh. Really?,1
"Cool. Thanks, Jimmy, well, I'll check it out.",1
This is stupid!,1
It's still stupid and now I paid 49 cents for it!,1
What are you two boners doing?,2
I played that thing; it's fuckin' dumb. I ended up paying like five bucks.,2
Who makes this crap?,1
I'm sorry. I didn't really I spent that much.,0
You buy Canadian coins so you have Canadough.,0
"I'll pay you back for it, okay?!",0
"I don't know, I'll figure it ou! Jesus Christ!",0
Ohhh hey guys.,0
You... missed school today?,1
"Yeah, I just wasn't feelin' the best.",0
Did you play the Terrance & Phillip freemium game all day?,1
"Well yeah, I was sick in bed. What else was I gonna do?",0
"How much money did you micropay today, Stan?",2
"Nothing! Dude, I bought like $10 worth of Canadough. But check it out, I unlocked the stadium in Toronto.",0
You spent $10 and eight hours to unlock a stadium?,1
"You guys, is it that much dumber than video games you play?",0
"It's just something to kill some time. Like Jimmy said, it's a cool way to zone out.",0
"Waitwaitwait, Jimmy told you about this game?",1
Jimmy told me about this game.,2
"Kenny, who told you about this game?",1
"Dude, what?!",1
The?!,2
"Hey, uh, Jimmy, can we talk?",1
You need to stop recommending that app to people!,1
Everyone we know says they heard about it from you!,2
It's not a fabulous app! It's fuckin' stupid!,2
"Let me ask you something, Jimmy: What happens on level 2 after you get the Ontario Nugget?!",1
You just push it on other people?!,1
"Who, Jimmy?! Who pays you?!",1
It's just...,0
"Yeah, it's fun.",0
"Dad, I'm not addicted. I can stop. I just like playing it, but I don't have to. I'll prove it.",0
But you accepted money from the Canadian government! To push a freemium game on us! Why would they do that?!,1
How do you get people addicted to crack? You give it away for free. You give away a little taste and then... and then some people... can't stop themselves.,2
And now Stan is so consumed by the shit you've been pushing that he can't even see through it! How could you sell out your friend?!,2
You have your crutches!,1
That makes sense.,2
You're saging these games do this on purpose?!,1
...Free?,0
"I didn't think I spent that much. I, I clicked on a few micropays and it just kinda added up.",0
One?,0
"No, no, it's not.",0
I don't know how you can say that when you're standing here chugging beer!,0
"Okay, I need help.  There is something different about me, you guys. I know the game is stupid, and it actually isn't even fun anymore. I don't understand.",0
"Sure. Come on, guys.",1
It's not your fault. It's something to do with my family. It's like a curse.,0
"We have to find a way to get the word out! People need to know pushers are being hired to take advantage of people with addiction problems! There has to be a way that we can get to the news company, and sneak in and somehow borrow their TV signal. If we could disguise ourselves as something ridiculous, then-",1
It's done.,2
"Wuh, what's done?",1
"The word is out.  ""Terrance & Phillip hire pushers to make money off addicts."" I tweeted it.  It's trending.",2
"I don't know if you're listening, but... I guess I have something inside me that I can't control. Something... kind of dark. Please... help show me the way?",0
"Whoa shit. Uhhh, I have addiction demons and I don't understand them.",0
So there's nothing spiritually wrong with me?,0
So what does that mean? I I can get addicted to everything so I can't enjoy anything?,0
The addict people said something about me filling a hole.,0
"Yeah, no, this is great.",0
"I guess so, but why do companies have to put so many addictive things out there?",0
That's what I've been addicted to. It's a freemium game sending me push notifications.,0
"Ah, Canada?",0
...Okay.  Aaaaahhh!,0
I shall return. Do not attempt to stop me.,0
Hey dude.,1
Hey.,0
Y-you alright?,1
"Yeah. Yeah, I think I'm gonna be okay.",0
"I'm gonna move here and here, and then I'm gonna roll to kill this zombie.",0
"We're playing board games, so that Grandpa avoids the casino and I avoid freemium apps.",0
"That's not a glass, that's a trophy, that you won, for drinking.",0
"Your turn, Grandpa. If you roll a five or a six, you can kill these zombies.",0
"Butters, what the hell are you doing?",0
"That's awesome, Butters.  Keep making your way down the hallway. Your vital signs are looking good. What do you see now?",2
"Yeah, they haven't worked out the audio yet, but I-  He's so fucking stupid.  But I'm sure they will soon.",2
"Butters, no! Are you crazy?!",2
What did I tell you about removing the headset when you're not back in the access hub??,2
"You forgot your neurons would be torn apart?! Did you also forget that if you die in virtual reality you die in real life, Butters?!",2
You need to find your way back to my room. Can you do that??,2
You only have eight minutes before the battery protocol dies Butters. You have to hurry!,2
"Alright Butters, sit down at the computer.  Now drop the suppornity window! We're just gonna make it!",2
"Welcome back, dude.",2
How do you feel? Do you feel okay?,2
"And then, and then he, he took off the shop goggles, and he was all like, ""Whoa, I'm back.""  Damn it if it's not the awesomest thing ever!",2
Sound pretty typical to me.,0
"Come on, guys! This is the cure de gars of Butters' torture!",2
"Coup de grah, Cartman",1
Poor Butters. Can't you just leave him alone?,0
"Dude, Butters is an asshole, and he deserves to be taken down once in a while, okay?!",2
"Yeah, I just told her I was running late and that it won't happen again.",2
"Right Butters.  These guys are so dumb, huh?",2
See? He's an asshole. Fuck him.,2
"Each time you go into the virtual world it becomes more and more dangerous. Are you absolutely sure you want to do this, Butters?",2
Even 10% is good enough. Here you go.,2
"Okay, Butters, I'm booting up the core competency now.  Edifice framework is online. Vital signs appear to be normal. Interim status?",2
"Digital malcontent now at parameter alpha. Prepare for full graphic interfaces on my mark: 5, 4, 3, 2, 1, Mark.",2
"All right, Butters. Behind you you should see the door. Go through it and head outside.",2
"Everything looks good, Butters. You're doing great. Let's get to work.",2
You're doing great. Almost done with this level Butters. Just make sure you clear the driveway and uh walkway of all the virtual snow.,2
"Okay, nice, Butters. Uhhm, now go to the front door and ring the doorbell. This is the part where you collect the money.",2
"Just take the money, Butters!",2
"You got the money?  Okay great, Butters. Now get back to the access point.",2
"Yeah Butters, the discrepancy bars are oscillating. You need to uh, come back.  Are you heading back Butters?  Butters?  Alright Butters, you should be heading back to the access point now. You're going off grid.",2
"Uh Butters, uhh, get back to the access point now.",2
"Butters, it's uhh time to stop, Get back to my place.",2
"Oh shit!  Butters! Butters, where are you now?",2
"Okay Butters, let's call it good, okay?",2
"Wait, hang on Butters!",2
