dialogue,label
"I know! I know! And I'm going to talk to them about it. They mean so much to me. They... They're like my family. If you guys are gonna be fighting all the time, I-I... I don't think we can be together. It just, it just can't work. It can't. I'm very upset.",1
Yeah! Yeah! That would be very helpful! Yeah.,1
What did I tell you about the hall?!,0
"Well, I know that would make Joey happy, so, I would like that too.",0
"Now come on. Well, I'm glad we worked things out.",0
Okay.,0
Bye.,0
That's it big girl! Come on!,0
You'd better run!,0
Did you hear that?,2
"Yeah uh, what am I gonna do?",1
"Yeah, I'm sorry man. You wanna go watch?",2
Yeah!,1
Hey!,4
How ya doin'?,1
"Hey so, did uh, did she move out?",2
"Pretty much, yeah.",1
I cannot believe you broke up with her just like that.,0
"Well, when it's not right, you know it.",1
You okay?,2
Yeah! Yeah. I'll be all right.,1
Y'know what would cheer you up?,4
What?,1
"I'm giving this lecture on erosion theories tomorrow night, I think you should come.",4
You're right! That did cheer me up!,1
"Hey, you're not going to believe this. I made up a joke and sent it in to Playboy. They printed it!",4
I didn't know Playboy prints jokes.,3
"Yeah, they print jokes, interviews, hard-hitting journalism. It's not just about the pictures.",4
"That didn't work on mom, it's not going to work on us.",0
"Here, check it out. It's the first one, too.",4
That is funny. It was also funny when I made it up.,2
What?,4
I made that joke up.,2
"Uh, oh-oh, no you didn't. I did.",4
"Yes, I did. I told it to Dan at work, and he said it was the funniest joke he'd ever heard.",2
"Hey, tell Dan, 'Thanks.'",4
What?,4
"I'm sorry, I was just reading the joke below it. Man, that one is funny.",5
"Monica, you remember me telling you that joke, right?",2
No.,0
Seriously?,2
"Well, you tell a lot of jokes!",0
"Look, Chandler, it's my joke. But, hey, if it makes you feel any better they don't print the name, so it doesn't really matter who gets credit, right?",4
"Yeah, I guess.",2
Hey guys.,1
"Hey, Joey, Playboy printed my joke.",2
"No, it's my joke, it's mine. You can call them, they'll tell you.",4
It's my joke.,2
It's my joke.,4
"Whoa-whoa-whoa. Jokes? You guys know they have naked chicks in there, right?",1
"Dude, you have got to turn on Behind the Music. The band Heart is having a really tough time, and I think they may break up.",2
Let's go watch it at your place.,1
"Nah, Monica's watching some cooking show. Come on, I don't want to miss when they were skinny.",2
"Chandler, Chandler, y'know what we should do? You and I should go out and get some new sunglasses.",1
"What? No, I want to watch this. . Did your cable go out?",2
"No, that's VH-1. I gotta tell you, the music these kids listen to today . . . It's like a lotta noise to me. I don't know...",1
"Joey, why is your cable out?",2
"I uh, oh! Because, uh, I haven't really paid the bill",1
"If you need money, will you please-please just let me loan you some money?",2
"No, Chandler. Look, forget about it, okay? Look, I know things have been a little tight since Janine moved out. Oh, was she hot.",1
Whoa ho.,2
"I know! Yeah, but, look I can handle it. All right? Look, I can listen to the radio, huh? And Ross gave me this great book .",1
"All right, you want to see if the joke stealer will let us watch the show at his place?",2
Sure.,1
Paid your phone bill?,2
Not so much.,1
Hey.,3
It's only you.,0
Wh-wh-what are you doing?,3
We are looking at a Playboy.,5
"Oh, I want to look too! . Yikes!",3
"So do you think that these pictures-Are, are they trying to tell a story?",0
"Oh, yeah, sure. I mean, like in the case of this young woman, she has lost her clothes, so she rides naked on the horse, she's crying out, 'Where are they, where are they?'",5
"Well, she's not going to find them lying in the grass like that.",0
"Oh, yeah. Aw, remember the days when you used to go out to the barn, lift up your shirt, and bend over?",3
Yeah.,0
"You see, now, I would date this girl. She's cute, she's outdoorsy, you know, and she knows how to build a fire. I mean, that's got to come in handy",5
"Okay, I've got a question. If you had to pick one of us to date, who would it be?",0
I don't know.,5
Me neither.,0
Rachel.,3
What?!,0
I don't know. Me neither.,3
You forget how many great songs Heart had.,1
Yeah.,2
"You know, Barracuda was the first song I learned to play on the keyboard.",4
"So, you heard it, you repeated it, so that must mean you wrote it.",2
"Oh, you guys, with this joke. I gotta say, I know I cracked up, but I'm not even sure I got it.",1
"What, you didn't get it? The doctor is a monkey.",4
And monkeys can't write out prescriptions.,2
You are not allowed to laugh at my joke.,2
"Your joke? Well, I think 'the Hef' would disagree, which is why he sent me a check for one hundred ah-dollars.",4
"So, you stole my joke, and you stole my money.",2
"Well, I was going to stick it in the ATM, but now I think I'll show the sexy teller that I am a published writer.",4
"Well, she is going to know that you stole the joke.",2
"Oh, what are you going to do, follow me down there?",4
Yeah!,2
"Well, I'm not going to go now anyway .",4
Okay .,2
"Ah, Gunther, I can't pay for this right now because I'm not working, so I've had to cut down on some luxuries like uh, payin' for stuff.",1
"Uh, I don't know. Ya see, it's just, see I was a regular on a soap opera y'know? And to go from that to this, I just... Plus, I'd have to wait on all my friends.",1
What?!,1
Maybe I could be a waiter. Could I use the phone?,1
"She picked Rachel. I mean, she tried to back out of it, but it was obvious. She picked Rachel.",0
"He took my joke, he took it.",2
It's wrong. You know what else is wrong? Phoebe picking Rachel.,0
"You know who else picked Rachel? Ross, and you know what else Ross did? He stole my joke. You know what? I'm going to get a joke journal. Y'know? And document the date and time of every single one of my jokes.",2
That's a good idea.,0
Yeah!,2
Do you know what's a bad idea?,0
Picking Rachel.,2
That's right. Did you hear something?,0
Maybe it's the sound of Ross climbing into my brain and stealing my thoughts.,2
It's coming from the living room.,0
I finished my book.,1
"Hey, you guys.",0
Hey.,3
"Oh, don't you guys look cute. You guys make such a cute couple.",0
"Monica, what are you doing?",5
"Nothing, I'm just trying to recreate some of the fun that we had at my place the other day. Remember, when you picked Rachel over me? That was funny.",0
I guess it was kinda funny.,3
It wasn't funny at all! Why would you do that? Why didn't you pick me?,0
Fine. The reason that I was leaning a little bit more toward Rachel than you is just that you're ... just ... kinda high maintenance-Okay let's go to lunch!,3
"That is completely untrue. You think I'm high maintenance? Okay, prove it. I want you to make a list and we're going to go through it point by point!",0
"No, okay, you're right. You're easy-going. You're just not as easy-going as Rachel. She's just more flexible and-and mellow. That's all.",3
"Well, people are different.",5
"Ya, you know, Rachel ... she'll do whatever you want. Y'know, you can just walk all over her.",3
"What? Wait a minute. What are you saying, that I'm a pushover? I'm not a pushover.",5
"Oh, okay, you're not a pushover.",3
"Oh my ... you think I'm a pushover. Well wait, watch this, you know what? You're not invited to lunch. What do you think of that? I think that's pretty strong, that's what I think. Come on, Monica, let's go to lunch.",5
You start working on that list.,0
I cannot believe her.,5
I know. Where do you wanna go eat?,0
"Oh, oh, I love that Japanese place.",5
I'm sick of Japanese. We're not going there.,0
"All right, wherever you wanna go is cool.",5
All right.,0
"Oh, hey, Gunther, check this out.",4
"Hey Ross, listen, you want anything to drink, 'cause I'm heading up there.",1
"Uh, yeah, I'll take a coffee. Thanks, man.",4
Sure. Coffee? 'Cause I'm going up there.,1
No.,5
"No, thank you.",0
"You guys need anything, 'cause I'm heading up there.",1
You got it.,1
"Joey, what are you doing?",0
Just being friendly.,1
"Joey, honey, I don't think you're supposed to go back there.",5
"Nah, it's okay. Right, Gunther?",1
"Okay, but I don't see you asking any other paying customers to put on aprons.",1
"Joey, do you work here?",0
No.,1
Yeah?,1
"Joey, what's going on. What didn't you tell us you work here?",0
"It's kind of embarrassing, y'know. I mean, I was an actor and now I'm a waiter. It's supposed to go in the other direction.",1
So is your apron. You're wearing it like a cape.,2
"I mean, the job's easy and the money's good, you know? I guess I'm going to be hanging out here anyway. I might as well get paid for it, right? I just feel kind of weird serving you guys.",1
"Come on, Joey, I did it and it was fine.",5
"Yeah, why would it be weird? Hey, Joey, can I get some coffee?",4
"Okay, I guess it doesn't seem that weird.",1
"Seriously, I-I asked you before and you still haven't gotten it.",4
"See, now it's weird again.",1
"I Think It's Great That You Work Here. You'Re Going To Make A Lot Of Money, And Here's Your First Tip. Don't eat yellow snow. . Ah ha ha, 2:15, coffeehouse.",2
"Well, you know what? This is great. Finally, I have someone I can pass on my wisdom too. Let me tell you about a couple of things I learned while working at the coffeehouse. First of all, the customer is always right. A smile goes a long way. And if anyone is ever rude to you? Sneeze muffin.",5
"Thanks, Rach. Look, you guys are just terrific. Y'know? Now, how about clearing out of here so I can get some new customers. It's all about turnover.",1
"Joey, seriously, can I get my coffee?",4
"Oh, I'm sorry, Ross. I'll get it for you right now. And since I made you wait, I'll toss in a free muffin.",1
Phoebe. We would like to talk to you for a second.,5
Okay.,3
"So, maybe I am a little high maintenance. And maybe Rachel is a little bit of a pushover. But you know what we decided you are?",0
"Yes, we are very sorry to tell you this, but you, Phoebe, are flaky.",5
Hah!,0
"That true, I am flaky.",3
"So, what, you're just, you're just okay with being flaky?",5
"Yeah, totally.",3
"Well, then, I'm okay with being high maintenance.",0
"Yeah, and I am okay with being a pushover.",5
That's great. Good for you guys.,3
I am not high maintenance!,0
I am not a pushover!,5
Who said you were?,3
You did!,0
"Oh, I'm flaky. I'll say anything.",3
"Hey, Gunther. Can you uh, can you cover for me? I just got an audition.",1
"Really?! I like your natural color. Come on man, it's a great part. Look, check it out. I'm the lead guy's best friend and I wait for him in this bar and save his seat. Listen-listen. 'I'm sorry, that seat's saved.'",1
"Okay, maybe he's not his best friend, but ...",1
"Oh, man, I could totally get that part. 'I'm sorry, that seat is taken.'",1
"No, no, I didn't mean you. But, you believed me, huh?",1
"So, you'd hire me, right?",1
"Exactly! All right, everybody, listen up. The coffeehouse is going to be closed for about an hour.",1
"Yeah, it's for the kids. To keep the kids off drugs. It's a very important issue in this month's Playboy. I'm sure you all read about it.",1
It's my joke.,4
It's my joke.,2
It's my joke.,2
"Y'know, I don't think we're going to settle this.",4
Let's have Monica decide.,2
Yeah!,4
Yeah!,2
Hey Mon.,4
"Mon, get out here!",2
Monica!,4
"Okay, okay. You have to help us decide whose joke this is.",2
Why do I have to decide?,0
Because you're the only one that can be fair.,2
Yeah.,4
I can't be fair. You're my boyfriend.,0
"Yeah, but I'm your brother. We're family. That's the most important thing in the world.",4
"Don't try to sway her. I'm your only chance to have a baby. Okay, let's go.",2
We'll each tell you how we came up with the joke and then you decide which one of us is telling the truth-me.,4
"Okay, Chandler, you go first.",0
"Okay, I thought of the joke two months ago at lunch with Steve.",2
"Oh, wait, is he the guy I met at Christmas?",0
Can I finish my story?!,2
Do you want me to pick you?!,0
"See, I would never snap at you like that.",4
Continue.,0
"So Steve said he had to go to the doctor. And Steve's doctor's name is Doctor Muppy. So I said, 'Doctor Monkey?' And that is how the whole Doctor Monkey thing came up.",2
"Are you kidding? Okay, look. I-I studied evolution. Remember, evolution? Monkey into man? Plus, I'm a doctor, and I had a monkey. I'm Doctor Monkey!",4
I'm not arguing with that.,2
"All right, I've heard enough. I've made my decision.",0
"You are both idiots. The joke is not funny, and it's offensive to women, and doctors, and monkeys! You shouldn't be arguing over who gets credit, you should be arguing over who gets blamed for inflicting this horrible joke upon the world! Now let it go! The joke sucks!",0
It's your joke.,4
Is not.,2
"Hi, Chandler. There you are.",0
"Hi, oh hi.",2
"Hey, it's Phoebe and Rachel. Um, why don't you tell them what you were telling me earlier about me not being high maintenance?",0
"Monica is a self-sufficient, together lady. Being with her has been like being on a vacation. And what may be perceived as high maintenance is merely attention to detail and--generosity of spirit.",2
"Wow, you know what? That is the best fake speech I think I've ever heard.",5
Really? I've heard better.,3
"Wait, wait, he came up with that himself. Tell them, Chandler.",0
I'm out of words. Should I just say the whole thing again?,2
"Look, I am not high maintenance. I am not. Chandler!",0
You're a little high maintenance.,2
Ahhh! You are on my list.,0
"I'm sorry. You're not easy-going, but you're passionate, and that's good. And when you get upset about the little things, I think that I'm pretty good about making you feel better about that. And that's good too. So, they can say that you're high maintenance, but it's okay, because I like ... maintaining you.",2
I didn't even tell him to say that. . All right you're off my list.,0
I'm off the list.,2
"Phoebe, it's okay that you don't want me to be your girlfriend because I have the best boyfriend.",0
"Y'know, suddenly I find you very attractive.",3
"Hey, buddy boy, how'd the audition go?",2
"Not good, no. I didn't get the part, and I lost my job here, so ...",1
Wow! That is a bad audition.,3
How-how did you lose your job here?,5
"Well, I had the audition but Gunther said I had to stay here and be in charge so he could go get his hair dyed. So, I went anyway, and then he fired me.",1
"He left work in the middle of the day to do a personal errand and left you in charge when you've been working here two days? That's not, that's not right.",5
"Yeah, what are ya gonna do?",1
"Joey, you can't let him get away with that. Ya know what, I'm not going to let him get away with that. I'm going to say something to him-No, I really shouldn't say anything-No, I should say something to him. Gunther, I want you to give Joey his job back. That is really not fair that you have to fire him...",5
What?,5
"That's right, he can have his job back. I'm glad we got that all straightened out. There you go, Joey, you got your job back.",5
That's great. Thanks Rach.,1
"Yeah, pretty nice, huh? Now who's a pushover?",5
"Rach, you're in my seat.",3
"Oh, I'm sorry.",5
"Hey, I never got to hear who you guys would pick to be your girlfriend.",3
"I pick you, Phoebe.",0
"Oh, yeah. Definitely you, Pheebs.",5
"Yeah, well, I kinda thought.",3
Hey.,2
"Hey. Oh, I have a question. If-if-if one of you had to pick one of the other two guys to go out with, who would you pick?",5
No way.,4
I'm not answering that.,1
Joey! No way. I'm not answering that.,2
"Okay Rach, that muffin and espresso, $4.50. Ross, double latte, $2.75. Chandler, coffee and a scone, $4.25. And Pheebs, herbal tea, $1.25. So, all together that's $12.75.",1
This coming from the man who couldn't split our 80 dollar phone bill in half.,2
Hi!,1
Oh that's on the house courtesy of Joey Tribbiani.,1
"Well, he's not used to women being so forward with him; but uh, I good check with him-He says it's okay. Great! Thanks! Bye-bye!",1
"Hey Joey, how come our stuff isn't free?",4
It will be when you look like that in a tight skirt! This is great! I'm getting more dates than ever!,1
"Wait a minute, you're only giving free stuff away to the pretty girls?",5
Yeah Joey that is so gross!,3
How about a scone on the house baby?,1
I'm pretty.,3
Hey does anyone have any gum?,4
"Oh I do! Oh, y'know what? No. Wait a second. I know it's in here somewhere.",3
Y'know what? I'm good! I'm good!,4
Hey!,0
Hey!,4
"Hey, what are you doing here? Shouldn't you be at work?",2
"Ugh, they sent me home. They said I can't work if I'm sick.",0
I'm so sorry you're sick.,2
I'm not sick!! I don't get sick! Getting sick is for weaklings and for pansies!,0
"Honey, no one thinks you're a pansy, but we do think you need a tissue.",5
I have not been sick in over three years!,0
I'm gonna grab you some tissue.,2
I don't need a tissue! I'm fine-d!,0
When you put a 'D' at the end of 'Fine' you're not fine.,4
"I'm fine-d. I'm fine-d! Y'know, it's a really hard word to say.",0
Yes?,2
"Oh my God, Jill!",5
"Oh my God, introduce us!",2
This is Chandler.,5
And you know Monica and Ross!,5
Hi Jill.,4
"And that's Phoebe , and that's Joey.",5
"Hey, how you doin'?",1
"Don't!! Honey, what are you doing here?!",5
Which-which sister is this? Is this the spoiled one or that's bitter?,3
"Never mind, I got it.",3
Wow! What did he say?,5
Oh! Did you hear that?! My dad's proud of me! My dad's proud of me.,5
Rach?,0
"Oh yeah, sorry. Wait honey, so what did you do that made dad cut you off?",5
You bought a boat?,0
Boy did we make friends with the wrong sister!,2
"Jill, honey, I think this is the best thing that could've ever happened to you. I mean you needed to get out on your own anyway! And you know when I did it, I-I-I at first I was scared, and look at me now! I'm the only daughter dad is proud of! Okay, well this is, this is what you're gonna do. You're gonna get a job, you're gonna get an apartment, and then I'll help you and you can stay with us. Right Pheebs, she can stay with us?",5
"Of course, yeah!",3
"Ooh, I like cards.",3
Are you all finished here?,1
Great!,1
What?!,1
"Well if it's free food, how come you're charging me for it?",1
"Well, what if they came in third in a modeling contest?",1
Sorry!,1
"Jill, how did you pay for all this? I thought your dad took away your credit card.",4
I don't think charging new clothes too your dad qualifies as making it on your own.,4
"Seriously, I don't Rachel's gonna think it's a good idea.",3
I would love that job!,3
Hey! What's goin' on?,5
Jill! Did you shop?!,5
"Yeah, we went shopping!",3
"You went shopping?! What, and then you just came in here and paraded it right under Jill's nose when you know she's trying to quit. Wow, you guys are terrible!",5
Sorry Jill.,3
Sorry-sorry Jill.,4
What'd you get?,5
"Oh well, all right, I got thank you, I got uh, this y'know ""I want a job sweater.""",3
Oh.,5
"And, and then I got uh, these are apartment pants.",3
Apartment pants?,5
"Yeah, you never heard of them?",3
"No, of course, of course I've heard of them! Ross, what did you get?",5
"Huh? Oh, I got this--this!",4
A pajmena?,5
"Yeah! Oh, I-I love this babies!",4
Really?,5
"Ross, wants a pajmena?",4
It's a rug.,4
Jill?,5
"Oh, come on! You think that's gonna work on me?! I invented that!",5
"All right, it's okay. One little setback is okay, just don't let it happen again, all right? Now since daddy paid for all this stuff, I should take it all away. But I'm just gonna take the-the pajmena. And the uh, and the uh pants. Y'know what, I'm just gonna take it all away, 'cause that way you'll just really learn the lesson. Okay? All righty, I'm gonna run a couple of errands and I will see you at dinner.",5
"Yeah. Everything but, the little blue one.",4
Well. Hey...,4
"Oh yeah, how about you and the, ""I'm sorry!""",4
"What about, what about when I said y'know about the apartment pants, how dumb was I?",3
Oh stop.,4
"No, you stop!",4
"Okay-okay, why don't I sit here and you'll both stop it!",3
"Okay, so what do you, what do you want to do? Let's do something crazy!",0
"I know, let's rest and drink lots of fluids.",2
"Okay, I'll rest. But y'know if I'm going to bed, then you're coming with me.",0
That would be impossible to resist if you weren't all drippy here.,2
Are you saying that you don't wanna get with this?,0
"Yeah, I don't you should say that even when you're healthy.",2
Come on.,0
Don't take this personally okay? It's just that I just can't have sex with a sick person.,2
"I'm with you Chandler! I mean I can't have sex with a sick person either, that's disgusting! But I'm not sick! Let me prove it to you. We are two healthy people in the pribe of libe.",0
"That's the thing, see I would like to stay in the pribe of mwha-ah-libe.",2
Hey!,5
Hey.,3
What's up?!,5
"Umm, I think there's something you should maybe know.",3
"Well, it'd better not be about the apartment pants, because I just pitched the idea to my boss at Ralph Lauren and she loved it.",5
"No. No. It's just I was umm, I was with Ross and Jill after you left and umm, I'm pretty sure I saw a little spark between them.",3
What?!,5
"Yeah I mean it's probably nothing, but I just wanted to warn you that there might be something there.",3
With Ross and Jill?,5
Yeah!,3
With Ross and my sister?,5
Yeah.,3
With my sister Jill and my ex-boyfriend Ross?,5
Yeah.,3
Oh there is no way.,5
Okay then.,3
"Oh my God! I can not believe that! I mean I don't really like it when Ross goes out with anyone, but my sister isn't that like incest or something?! Oh my God, and they're gonna have sex! Oh! Oh no what if he marries her too?! Oh this is just terrible, this is just terrible. And I can't stop it! I can't-I don't own Ross! Y'know? And Jill, she should be able to do whatever it is that she wants to do! And oh my God, I can't believe Ross is marrying my little sister, this terrible. Oh my God, this is just the worst thing that could have ever happened to me.",5
"But great news about the apartment pants, huh?",3
That'll be $3.85.,1
"It's just I can't because my manager said I... ""Happy birthday to you, happy birthday to you. Happy birthday dear Annie...",1
"""...Amy! Happy birthday to you!""",1
"Yeah, not it here it isn't.",1
"Oh hi! Y'know, I just wanted to see if there were any leads on the old job front.",5
"That is great. Hey, y'know who doesn't have to job hunt? Ross. He works at the university.",5
"Oh so you know that, you guys talked about that, so you get along, so you think you're gonna go out?",5
"I just, Phoebe, said y'know thought she saw something between you guys.",5
Yeah.,5
"Oh not-not so much. Umm, what-what do you, what do you mean is there something wrong with Ross?",5
Are-are you saying he's a geek?,5
"No! No I, no Ross is not a geek!",5
What handsome is not your type? Smart? Kind? Good kisser? What those things aren't on your list? Ross is a great guy! You would be lucky to be with him!,5
"Oh no-no-no, no-no-no, that's not what I meant.",5
"Yeah but, he's not your type.",5
"Yeah but, you don't, you don't, you don't want to try to much too fast. Y'know? I mean, you do remember what happened to the little girl that tried to much too fast don't you?",5
She-she died Jill.,5
Chandler!,0
"Oh what is it honey, you need some tea? Some soup? Oh-ohhhh!",2
"Calling Dr. Big, Dr. Big to the bed.",0
"Oh Jeez honey, I thought, I thought you were asleep.",2
How could I be asleep knowing that you were in the next room.,0
I was asleep. Oh no! No-no honey! Y'know what's sexy? Layers. Layers are sexy. And blankets are sexy. And oh! Hot water bottles are sexy.,2
"Come on, get into bed! I want to prove to you that I'm not sick! I wanna make you feel, as good as I feel.",0
Would you please get some rest!,2
I'm fine.,0
"""Happy birthday to you!""",1
What? No-no it's her birthday!,1
But it really...,1
Damnit!,1
Rach? Hi!,4
Hi!,5
Did you tell your sister to ask me out?,4
Well yeah...,5
"Oh wow! I mean, wow! I mean, I-I-I think she's cute but I-I would never have thought of going out with her, never!",4
Really?!,5
"Yeah but after you said it was okay, I figured, ""Why not?!""",4
Oh so-so not really never.,5
"I have to say you are a much bigger person than I am. I mean after all we've been through, I just-y'know I wish I had a brother to reciprocate. Hey, if you ever want to go out with Monica, you have my blessing.",4
"Oh-ho, and mine!",1
"Chandler, I think I'm sick.",0
Really? Struck down in the pribe of libe!,2
"Okay, fine I admit it! I feel terrible! Would you please rub this on my chest?",0
"No-no-no-no-no-no-no, you are not getting me this way.",2
Come on! I really need your help!,0
No-no-no-no-no!,2
"Fine, I'll rub it on myself.",0
Okay.,2
"So you're just, kinda rubbing it on yourself?",2
Yeah?,0
It's nice.,2
Are you kidding me?! Is this; is this turning you on?,0
Yes!,2
I can't believe it! What is it? Is it the rubbing or the smell?,0
"It's all very, very good. So you wanna go uh, mix it up?",2
"Not now, I'm sick!",0
Oh come on you big faker!,2
What happened to your rule about never sleeping with sick people?,0
Well that was before all the vaporizing action.,2
"Okay, if you really wanna have sex...",0
Okay!,2
Worked like a charm.,0
Hi! Wh-what are you doing here?,5
"Well, I-I don't like it.",5
It's kinda slutty.,5
"Yeah well, I'm-I'm a slut.",5
Hi Jill!,4
Hi .,4
Rachel.,5
"Rachel! Well, you-you're not at home, you're-you're-you're right here.",4
"Yeah I know, and I bet you thought it would be weird. But it's not!",5
"Okay. So well I'll umm, I'll have her home by midnight.",4
Why aren't you home yet?!,5
Is someone there?,0
"Oh yes, it's me! Sorry!",5
What are you doing here?,2
"Uh, I'm just, I'm just looking out your window. At-at the view. What are you guys doing?",5
We got some Vap-O-Rub in some places.,2
"Oh, he brought her back to his apartment.",5
Who? Is that your sister?,0
"Ugh, she is a slut!",5
"God, Ross is on a date with your sister! How weird is that?!",0
"Oh my God, look-look he's taking off her clothes!",5
He's taking off her coat!,2
"Oh, this is just terrible.",5
"Oh no it's not, no it's not. It's a first date. I'm sure that nothing is gonna...",0
Oh.,5
"Ho-oh, he's gonna get some! Of the glare from the streetlight out of his apartment. Y'know so umm, he's closed the drapes there so he can have a nice, pleasant conversation with your little sister. Well, I'm off to bed!",2
"Oh, uh, hey Rach. I uh, I was just coming over here to uh... Oh wait, I don't have to lie to you, you don't live here anymore. Uh, I'm eating their food. What are you doing?",1
Ross is on a date with my sister and they shut the drapes two and a-half-hours ago.,5
"Whoa, I didn't know we could date your sister!",1
Joey we know you steal our food.,0
I'm good.,2
"Oh, are the drapes still closed hon?",0
Yeah. And y'know who should've shut their drapes? Is that perverted old couple two doors over.,5
Is that a swing?,2
Oh don't even ask!,5
Yuck!,2
I can't believe Ross went out with Rachel's sister! When Chandler made out with my sister I was mad at him for 10 years.,1
That was like 5 years ago.,2
Yeah you got 5 years left!,1
Joey...,2
You wanna make it 6?!,1
"Oh Ross, hi! Hey, how are ya? There you are!",5
Hey!,4
I'll take a coffee. So how was your big date last night?,5
"Uhh, it was okay. Yeah, it was fun.",4
"Yeah fun? Great! So uh, so did you guys hit it off?",5
I guess so.,4
"So uh, so did anything happen? Because rumor has it you guys shut the drapes!",5
"No. No. Nothing happened. I shut the drapes to uh, show her slides of my favorite fossils.",4
"Oh, slides. So really nothing happened.",5
Something could've happened. All right? She-she really dug my slides. And-and she was definitely giving me the vibe.,4
"Right. Was it the, ""Please don't show me another picture of a trilobite vibe?""",5
"Anyway, if she, if she wasn't in to me, why-why would she ask me out again?",4
She asked-asked you out again?,5
"Yeah-uh-huh. Tomorrow night, Valentine's Day, the most romantic day of the year. Who knows what could happen? I might not be shutting my drapes to show her my slides, if you know what I mean.",4
"Okay-okay-okay-okay-okay-okay-okay! I got it! I got it! I got it! I can't! I can't! I can't! I cannot go with you and my sister thing. Okay? I just can't. It's just too weird, all right? I imagine the two of you together and I freak out. It freaks me out. I can't do it! I can't do it.",5
"Okay! Okay! Okay! It's okay. It's okay. Hey, it's too weird for you, I won't see her again.",4
Thank you. I...yeah.,5
I mean after tomorrow night.,4
"No-no-no! No-no-no! Please Ross, I can't! I can't do it! It's just gonna freak me out!!!",5
Okay! Okay! Ooh-hey-hey-hey! Okay! Okay! Okay! I'll-I'll tell her tonight I can't see her anymore.,4
Ross thanks.,5
You want me to call her right now?,4
"Oh no! No! No-no-no-no! No, I mean come on that's-that's crazy-I mean that's crazy. So what's-what's going on with you? What is going on with you?",5
"Well umm, oh! I might be teaching another class this semester!",4
"Yeah do it now, call right now.",5
This is my favorite part.,0
Yeah me too.,3
Oh y'know what's sadder than this? Bambi. I cried for three days with that movie. No wait two! Because on the third day my mother killed herself so I was partly crying for that.,3
"Well see now that I can see crying over, but Bambi is a cartoon!",2
You didn't cry when Bambi's mother died?,1
Yes it was very sad when the guy stopped drawing the deer!,2
Chandler there's nothing wrong with crying! I mean you don't have to be so macho all the time.,0
I'm not macho.,2
Yeah you're right. I don't know what I was thinking.,0
"No, I guess I just never really cried. Y'know? I'm not a crying kind of guy.",2
"Come on man there's gotta be something that gets you choked up! Like uh, uh oh, what if you saw a three-legged puppy?",1
"I'd be sad sure, but I wouldn't cry.",2
"Okay, what if the puppy said, ""Help me Chandler. All the other puppies pick on me.""",1
"Cry?! I just found a talking puppy, I'm rich!",2
"Oh, I've got it! I have got it! Pictures from your childhood. This will get you going good!",0
"All right, what's going on there?",3
"Oh, that's Parent's Day, first grade. That's me with the janitor Martin.",2
Where were your parents?,0
Oh they didn't want to come!,2
Oh Chandler!,3
Poor thing!,0
So that story doesn't make you cry?,3
"No! Look, I don't cry! It's not a big deal! Okay?!",2
No! It's not okay! It's not okay at all!! You're dead inside!!,1
Yeah?,3
Yeah.,3
Oh you're my biggest fan? I've always wanted to meet you! Hi! Sure! Yeah!,3
"You're just saying that because you're my biggest fan. Joey listen, take good care of that guy, okay? He's a fan. Bye!",3
"So, you saw me on Days Of Our Lives huh? Want me to, want me to do a little Dr. Drake Remoray for ya?",1
"Oh, you're Phoebe's fan!",1
Movies?,1
I don't think so.,1
"Hey Gunther, don't let that guy in here anymore! He just said Phoebe's a porn star!",1
Hey!,5
Ohhh well. Y'know what honey? The best thing to do to get over a guy is to start dating someone else. Oh! There is this great guy you will love at work named Bob! He's a real up-and-comer in Human Resources.,5
"It's not random, it's Bob.",5
"No honey, okay, okay, you wanna know why Ross canceled the date? Because I asked him to.",5
Hm-mmm.,5
Because you are my sister and Ross and I have this huge history...,5
No.,5
Y'know Bob in Human Resources...,5
"Look, this is not that big of a deal! You just don't date Ross! There's a million other guys out there, you just...",5
I'm not telling you what to do! I am telling you what not to do!,5
Jill this is not about me being jealous of you! This is about you being a brat! Wanting what you can't have!,5
"All right, all right, well you just blew your chances at dating Bob!",5
In Human Resources!!!!!!,5
...I am jealous of her?! I mean who does she think she is?! Princess Caroline?!,5
You're jealous of Princess Caroline?,0
Do I have my own castle?,5
"Hey! Uh, Phoebe's not here is she?",4
No.,5
Oh great! Did you get a movie?,0
"Uhhh, yeah. Yeah. But uh, I don't think it's the kind you're gonna like.",1
You didn't get more movies that are gonna have us reaching for the tissues all night did you?,2
Sort of...,1
"Guys, what's going on?",0
Phoebe's a porn star!,1
Phoebe Buffay In Buffay The Vampire Layer.,2
Oh my God!,5
That's Phoebe! Where did you get that?,0
Well down at the adult video place down on Bleaker.,1
"And-and I, and I saw that Joey was about to go in, so I ran in ahead of him to-to surprise him and, and then I pretended I didn't know he was in there.",4
"Wow! I mean, I just-I can't, I can't believe this. Y'know, I mean you think you know someone even, even Phoebe who's always been somewhat of a question mark.",5
"This is so bizarre. I guess it kinda makes sense though, y'know she had such a terrible childhood.",0
"Hey, I had a terrible childhood and I don't do porn.",2
"Yes, but you are dead inside.",0
"All right well, I'd better take that back.",1
"Wh-what, why?",0
We can't watch that! I mean that's Phoebe!,1
"Yeah you're right, we can't-we shouldn't watch this.",0
Absolutely not.,5
Y'know maybe a little bit!,0
Probably just the first half.,5
"No! Hey no! This is wrong you guys! Phoebe's our friend! Well, I'm not gonna watch it!",1
